,Job_id,company_id,Location,Designation,details_id
934,12752,7328,Bangalore,Technical Consultant,300
935,15917,6818,Bangalore,Senior Marketing Manager,660
936,16271,1699,Bangalore,QA Tester,374
937,13125,4699,Panaji,Backend Developer,677
938,12100,6796,Bangalore,Data Engineer,424
939,19492,6983,Bangalore,Business Development Representative,126
940,18410,5007,Hyderabad,Full Stack Engineer,841
941,18988,5007,Hyderabad,Lead Automation Infrastructure Engineer,219
942,19443,7934,Bangalore,Cypress QA Engineer,521
943,11373,7934,Bangalore,Salesforce Developer,602
944,12897,4775,Mumbai,Xamarin Application Developer,523
945,10694,1699,Bangalore,Golang Developer,931
946,16783,2160,Bangalore,Test Engineer,580
947,13349,4532,Bangalore,ADAS Software Engineer,252
948,16144,7934,Bangalore,Data Engineer,867
949,12926,8931,Kolkata,Oracle Fusion PPM Consultant,798
950,14550,8931,Kolkata,Oracle Fusion PPM Consultant,638
951,15940,8931,Chennai,Oracle Fusion PPM Consultant,798
952,11969,8931,Chennai,Oracle Fusion PPM Consultant,638
953,18454,8931,Kochi,Oracle Fusion PPM Consultant,245
954,11284,8931,Nagpur,Oracle Fusion PPM Consultant,660
955,11296,8931,Bhubaneshwar,Oracle Fusion PPM Consultant,879
956,18001,6715,Work From Home,React Developer,692
957,11019,4288,Gurgaon,Data Scientist,685
958,16131,4101,Bangalore,Performance Test Engineer,975
959,15898,8220,Bangalore,Franchise Development Manager,108
960,16911,7240,"Bangalore, Pune",Azure DevOps Engineer,115
961,11739,8879,Work From Home,Lead Software Engineer,974
962,19363,8804,Bangalore,Computer Vision and NLP Engineer,813
963,14368,8931,Bangalore,Ab Initio Metadata HUB,477
964,19514,8931,Bangalore,Ab Initio Metadata HUB,482
965,16694,8931,Pune,Ab Initio Metadata HUB,477
966,19702,8931,Pune,Ab Initio Metadata HUB,482
967,18332,8931,Chennai,Ab Initio Metadata HUB,962
968,15520,3593,Hyderabad,Asst Manager,774
969,17925,9028,Kolkata,Business Development Manager,777
970,19352,9028,Mumbai,Travel Operations,892
971,15741,5061,Hyderabad,AWS Network Engineer,447
972,12678,1000,"Delhi, Gurgaon, Noida",Channel Sales Executive,370
973,19485,8804,Bangalore,Data Engineer (AI / ML),540
974,17831,2199,Noida,Product Manager,996
975,10858,8931,Mumbai,Ab Initio Metadata HUB,331
976,13519,3593,Bangalore,Deputy. Manager HR,456
977,16461,9028,Mumbai,Business Development Manager,270
978,19330,9675,Work From Home,UI Engineer,248
979,15472,9717,Bangalore,Account Executive / Sales,923
980,11443,8774,Bangalore,Data Analyst - Intern (Internship),863
981,17863,7408,Bangalore,Sales Admin,135
982,16227,2951,Hyderabad,Lead Software Engineer,422
983,11917,9627,Delhi,Frontend Developer,888
